Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram (GB);Memory;Gpu;OpSys;Weight;Price_euros;Total Sales per Day (euros)
Lenovo;IdeaPad Y700-15ISK;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2,6;1272;2544
HP;ZBook 15u;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD FirePro W4190M ;Windows 10;1,9;1269;2538
Acer;Nitro AN515-51;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,5;846;2538
Asus;Rog G752VL-UH71T;Gaming;17,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24;256GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;4,33;1269;2538
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,48;1268;2536
Dell;XPS 13;Ultrabook;13,3;Quad HD+ 3200x1800;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,3;1268;2536
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,33;844;2532
Asus;VivoBook S15;Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce MX150;Windows 10;1,5;1262;2524
Dell;Inspiron 7570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Nvidia GeForce 940MX;Windows 10;2,16;1262;2524
Acer;Nitro 5;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,7;1260;2520
Dell;Inspiron 5379;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;1,62;839;2517
MSI;PL60 7RD;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;839;2517
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,74;629;2516
MSI;GT73EVR 7RE;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4,14;2499;2499
Dell;XPS 13;Ultrabook;13,3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16;1TB SSD;Intel UHD Graphics 620;Windows 10;1,21;2499;2499
Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,13;2499;2499
Dell;Inspiron 5577;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,56;1249,26;2498,52
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,5;1249;2498
Lenovo;V330-15IKB (i5-8250U/4GB/256GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;Intel UHD Graphics 620;Windows 10;1,8;829;2487
Lenovo;ThinkPad E580;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon RX 550;Windows 10;2,1;1229,56;2459,12
Dell;Latitude E7470;Notebook;14;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,56;1229;2458
MSI;GE62 Apache;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,4;1229;2458
HP;EliteBook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,84;1228,99;2457,98
Dell;Inspiron 5379;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,62;819;2457
Dell;Inspiron 5579;2 in 1 Convertible;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2,08;819;2457
Dell;Inspiron 5577;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,56;819;2457
Asus;ZenBook UX510UX-CN211T;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2;1224;2448
HP;EliteBook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,84;1219;2438
Lenovo;ThinkPad E480;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon RX 550;Windows 10;1,75;1215,38;2430,76
Toshiba;Portege Z30-C-16J;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,2;1213;2426
HP;250 G6;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,86;485;2425
Toshiba;Portege A30-C-1CZ;Notebook;13,3;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,5;1210;2420
Dell;Inspiron 7560;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2;1207;2414
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,6;1205;2410
MSI;GL72M 7REX;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,7;1199;2398
HP;EliteBook 820;Ultrabook;12,5;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,26;1199;2398
Dell;Inspiron 7378;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,6;1199;2398
Dell;XPS 15;Notebook;15,6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,06;2397;2397
HP;Pavilion 15-BC000nv;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;6;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,18;799;2397
Dell;Inspiron 5368;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,62;798,01;2394,03
Dell;Inspiron 7577;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1060;Windows 10;2,65;1195;2390
Toshiba;Portege Z30-C-1CV;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;1,2;1195;2390
Toshiba;Portege Z30-C-16H;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,2;1195;2390
HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,95;1195;2390
Asus;UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,3;1193;2386
MSI;GL62M 7REX;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,2;1191,8;2383,6
HP;Omen 17-w212nv;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3,35;1191;2382
Lenovo;Thinkpad T460p;Notebook;14;Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,8;1191;2382
Toshiba;Satellite Pro;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2;793;2379
HP;ENVY -;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,34;1189;2378
HP;ProBook 650;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,31;1189;2378
Lenovo;N23 (N3060/4GB/128GB/W10);Netbook;11,6;Touchscreen 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;Windows 10;1,4;475;2375
Lenovo;Thinkpad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,7;1186;2372
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1,64;1185,43;2370,86
Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2,5;788,49;2365,47
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Windows 10;2,3;1181,27;2362,54
Toshiba;Tecra A40-C-1DF;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,95;1180;2360
Asus;ROG GL553VE-FY022;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050 Ti;No OS;2,5;1169;2338
Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,2;1169;2338
MSI;GL62 6QF;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,3;1169;2338
Acer;Aspire 7;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2,4;779;2337
Asus;FX753VD-GC007T (i7-7700HQ/8GB/1TB;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;1168;2336
Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0,92;1165;2330
HP;Probook 650;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2,31;1165;2330
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;2,1;1159;2318
Apple;Macbook Air;Ultrabook;13,3;1440x900;Intel Core i5 1.8GHz;8;256GB Flash Storage;Intel HD Graphics 6000;macOS;1,34;1158,7;2317,4
Lenovo;Ideapad 320-15IKBN;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Intel HD Graphics 620;Windows 10;2,2;579;2316
HP;ZBook 15u;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500GB HDD;AMD FirePro W4190M ;Windows 10;1,9;1154;2308
Asus;Vivobook X541UV-DM1217T;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2;769;2307
Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;14;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2;769;2307
Asus;ZenBook UX310UA-FB485T;Notebook;13,3;Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,4;1150;2300
MSI;GS63VR 7RF;Gaming;15,6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;1,8;2299;2299
HP;Envy 13-AB077cl;Ultrabook;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,39;1149;2298
Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1,2;1149;2298
MSI;GL62M 7RDX;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1149;2298
HP;15-AC110nv (i7-6500U/6GB/1TB/Radeon;Notebook;15,6;1366x768;Intel Core i7 6500U 2.5GHz;6;1TB HDD;AMD Radeon R5 M330;Windows 10;2,19;764;2292
Lenovo;IdeaPad Y900-17ISK;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4,6;2289,99;2289,99
HP;Elitebook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,84;1144;2288
MSI;GP62M 7RDX;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,4;1142,8;2285,6
HP;EliteBook x360;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,28;2277;2277
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2,2;1135;2270
Asus;Zenbook 3;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,1;1135;2270
Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1,76;755;2265
HP;Omen -;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,35;1129;2258
Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,6;1126,71;2253,42
Acer;Extensa EX2540;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,4;450;2250
MSI;GE73VR 7RF;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2,8;2249;2249
Asus;Pro P2540UA-AB51;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,37;749;2247
Dell;Inspiron 5567;Notebook;15,6;1366x768;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2,36;749;2247
Chuwi;LapBook 12.3;Notebook;12,3;IPS Panel Retina Display 2736x1824;Intel Celeron Quad Core N3450 1.1GHz;6;64GB Flash Storage;Intel HD Graphics 500;Windows 10;1,4;449;2245
HP;Envy 13-ad009n;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;1,38;1119;2238
Toshiba;Tecra A50-C-1ZV;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2,2;1119;2238
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620 ;Windows 10;1,6;1119;2238
Acer;Aspire A515-51G;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce MX130;Windows 10;2,2;745;2235
Dell;Latitude 5580;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,9;1116,99;2233,98
Dell;Latitude 3180;Netbook;11,6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;128GB SSD;Intel HD Graphics 505;Windows 10;1,63;744;2232
HP;ProBook 450;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,04;742;2226
Fujitsu;Lifebook A557;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,2;739;2217
Toshiba;Tecra Z40-C-12X;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,47;1105;2210
HP;EliteBook 840;Notebook;14;1366x768;Intel Core i5 6300U 2.4GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1,48;1099,99;2199,98
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 7;1,54;1099,99;2199,98
HP;EliteBook 840;Ultrabook;14;2560x1440;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,54;2198,19;2198,19
Dell;Inspiron 5770;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2,8;1099;2198
Asus;ZenBook Flip;2 in 1 Convertible;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;512GB SSD +  2TB HDD;Nvidia GeForce GT 940MX;Windows 10;2,26;1099;2198
Lenovo;IdeaPad 720S-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,5;1099;2198
Dell;Latitude 5480;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel HD Graphics 620;Linux;1,6;1099;2198
HP;15-cb003na (i5-7300HQ/8GB/1TB;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1099;2198
Dell;Inspiron 7559;Gaming;15,6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,72;1099;2198
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,62;1099;2198
Lenovo;IdeaPad 320-15IKBN;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2,2;549;2196
Lenovo;Thinkpad T570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1,95;1097;2194
Dell;Latitude 5590;Ultrabook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,88;1096,16;2192,32
Dell;Inspiron 5578;2 in 1 Convertible;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,3;1094;2188
Asus;ZenBook UX305CA-UBM1;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;1,2;729;2187
Toshiba;Tecra X40-D-10Z;Ultrabook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,25;1090;2180
Microsoft;Surface Laptop;Ultrabook;13,5;Touchscreen 2256x1504;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10 S;1,252;1089;2178
MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1089;2178
Dell;Inspiron 5770;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,8;1085;2170
Dell;Inspiron 5770;Notebook;17,3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,8;1085;2170
HP;Probook 440;Notebook;14;IPS Panel 1366x768;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1,63;722;2166
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,48;1082;2164
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,5;1079;2158
HP;15-bs017nv (i7-7500U/8GB/256GB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;AMD Radeon 530;Windows 10;1,91;719;2157
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2,2;719;2157
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,04;1070;2140
Apple;MacBook Pro;Ultrabook;15,4;IPS Panel Retina Display 2880x1800;Intel Core i7 2.2GHz;16;256GB Flash Storage;Intel Iris Pro Graphics;Mac OS X;2,04;2139,97;2139,97
Dell;Inspiron 5567;Notebook;15,6;1366x768;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;713,07;2139,21
Dell;Latitude E5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;2,09;1062,95;2125,9
Dell;Inspiron 5577;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,56;1060,49;2120,98
HP;Envy 17-U275cl;Notebook;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;1TB HDD;Nvidia GeForce MX150;Windows 10;2,9;1059;2118
HP;ProBook 650;Notebook;15,6;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,31;705,15;2115,45
Acer;Aspire 5;Notebook;17,3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;256GB SSD;Nvidia GeForce MX130;Windows 10;3;702;2106
HP;EliteBook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD +  500GB HDD;Intel HD Graphics 520;Windows 10;1,84;2103,34;2103,34
LG;Gram 15Z970;Ultrabook;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1,08;2099;2099
Dell;Inspiron 5579;2 in 1 Convertible;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,56;1049;2098
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2,02;1049;2098
Dell;Inspiron 7570;Ultrabook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;1,9;1049;2098
Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,75;1049;2098
Lenovo;IdeaPad 320-17IKBR;Notebook;17,3;1600x900;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;2,8;698;2094
Dell;Latitude E5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;500GB HDD;Intel HD Graphics 520;Windows 10;2,09;1046,44;2092,88
HP;Probook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2,5;1045;2090
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,48;2089;2089
